code,name,cname,lower_name,code_full
11,Pozega-Slavonia,波热加-斯拉沃尼亚,pozega-slavonia,HRV000011
12,Brodsko-Posavska,布罗德-波萨维纳,brodsko-posavska,HRV000012
13,Zadarska,扎达尔,zadarska,HRV000013
14,Osjecko-Baranjska,奥西耶克-巴拉尼亚,osjecko-baranjska,HRV000014
15,Sibensko-Kninska,希贝尼克-克宁,sibensko-kninska,HRV000015
16,Vukovarsko-Srijemska,武科瓦尔-斯里耶姆,vukovarsko-srijemska,HRV000016
17,Splitsko-Dalmatinska,斯普利特-达尔马提亚,splitsko-dalmatinska,HRV000017
18,Istarska,伊斯特拉,istarska,HRV000018
19,Dubrovacko-Neretvanska,杜布罗夫斯克-内雷特瓦,dubrovacko-neretvanska,HRV000019
20,Medimurska,梅吉穆列,medimurska,HRV000020
21,Grad Zagreb,萨格勒布市,grad zagreb,HRV000021
BA,Baranya,巴兰尼亚,baranya,HUN0000BA
BE,Bekes,贝凯什,bekes,HUN0000BE
BK,Bacs-Kiskun,巴奇-基什孔,bacs-kiskun,HUN0000BK
BU,Budapest,布达佩斯,budapest,HUN0000BU
BZ,Borsod-Abauj-Zemplen,包尔绍德-奥包乌伊-曾普伦,borsod-abauj-zemplen,HUN0000BZ
CS,Csongrad,琼格拉德,csongrad,HUN0000CS
FE,Fejer,费耶尔,fejer,HUN0000FE
GS,Gyor-Moson-Sopron,杰尔-莫松-肖普朗,gyor-moson-sopron,HUN0000GS
HB,Hajdu-Bihar,豪伊杜-比豪尔,hajdu-bihar,HUN0000HB
HE,Heves,赫维什,heves,HUN0000HE
JN,Jasz-Nagykun-Szolnok,加兹-纳杰孔-索尔诺克,jasz-nagykun-szolnok,HUN0000JN
KE,Komarom-Esztergom,科马罗姆,komarom-esztergom,HUN0000KE
NO,Nograd,诺格拉德,nograd,HUN0000NO
PE,Pest,佩斯,pest,HUN0000PE
SO,Somogy,绍莫吉,somogy,HUN0000SO
SZ,Szabolcs-Szatmar-Bereg,索博尔奇-索特马尔-贝拉格,szabolcs-szatmar-bereg,HUN0000SZ
TO,Tolna,托尔瑙,tolna,HUN0000TO
VA,Vas,沃什,vas,HUN0000VA
VE,Veszprem,维斯普雷姆,veszprem,HUN0000VE
ZA,Zala,佐洛,zala,HUN0000ZA
AC,Aceh,亚齐,aceh,IDN0000AC
BA,Bali,巴厘,bali,IDN0000BA
BB,Kepulauan Bangka Belitung,邦加－勿里洞群岛,kepulauan bangka belitung,IDN0000BB
BE,Bengkulu,明古鲁,bengkulu,IDN0000BE
BT,Banten,万丹,banten,IDN0000BT
IJ,Irian Jaya,伊里安查亚,irian jaya,IDN0000IJ
JA,Jambi,占碑,jambi,IDN0000JA
JB,Java Barat,西爪哇,java barat,IDN0000JB
JI,Java Timur,东爪哇,java timur,IDN0000JI
JK,Jakarta Raya,雅加达,jakarta raya,IDN0000JK
JT,Java Tengah,中爪哇,java tengah,IDN0000JT
KB,Daerah Tingkat I Kalimantan Barat,大雅加达首都特区,daerah tingkat i kalimantan barat,IDN0000KB
KI,Kalimantan Timur,东加里曼丹,kalimantan timur,IDN0000KI
KS,Kalimantan Selatan,南加里曼丹,kalimantan selatan,IDN0000KS
KT,Kalimantan Tengah,中加里曼丹,kalimantan tengah,IDN0000KT
LA,Lampung,楠榜,lampung,IDN0000LA
MA,Maluku,马鲁古,maluku,IDN0000MA
NB,Nusa Tenggara Barat,西努沙登加拉,nusa tenggara barat,IDN0000NB
NT,Nusa Tenggara Timur,东努沙登加拉,nusa tenggara timur,IDN0000NT
RI,Riau,廖内,riau,IDN0000RI
SA,Sulawesi Utara,北苏拉威西,sulawesi utara,IDN0000SA
SG,Sulawesi Tenggara,东南苏拉威西,sulawesi tenggara,IDN0000SG
SN,Sulawesi Selatan,南苏拉威西,sulawesi selatan,IDN0000SN
SR,Sumatera Barat,西苏门答腊,sumatera barat,IDN0000SR
SS,Sumatera Selatan,南苏门答腊,sumatera selatan,IDN0000SS
ST,Sulawesi Tengah,中苏拉威西,sulawesi tengah,IDN0000ST
SU,Sumatera Utara,北苏门答腊,sumatera utara,IDN0000SU
YO,Daerah Istimewa Yogyakarta,日惹特区,daerah istimewa yogyakarta,IDN0000YO
AJL,Aizawl,艾藻尔,aizawl,IND000AJL
BBI,Bhubaneswar,布巴内斯瓦尔,bhubaneswar,IND000BBI
BHO,Bhopal,博帕尔,bhopal,IND000BHO
BLR,Bangalore,班加罗尔,bangalore,IND000BLR
CCU,Calcutta,加尔各答,calcutta,IND000CCU
CJB,Coimbatore,哥印拜陀,coimbatore,IND000CJB
DAM,Dammam,达曼,dammam,IND000DAM
DIU,Diu,第乌,diu,IND000DIU
GTO,Gangtok,甘托克,gangtok,IND000GTO
ICD,New Delhi,新德里,new delhi,IND000ICD
IDR,Indore,印多尔,indore,IND000IDR
IMF,Imphal,因帕尔,imphal,IND000IMF
IXC,Chandigarh,昌迪加尔,chandigarh,IND000IXC
IXM,Madurai,马杜赖,madurai,IND000IXM
JAI,Jaipur,斋普尔,jaipur,IND000JAI
JDH,Jodhpur,焦特布尔,jodhpur,IND000JDH
JLR,Jabalpur,贾巴尔普尔,jabalpur,IND000JLR
JUC,Jalandhar,贾朗达尔,jalandhar,IND000JUC
KOM,Kohima,科希马,kohima,IND000KOM
KRK,Karaikal,加里加尔,karaikal,IND000KRK
KVA,Kavaratti,卡瓦拉蒂,kavaratti,IND000KVA
MAA,Chennai,金奈,chennai,IND000MAA
MAH,Mahe,马埃,mahe,IND000MAH
PNY,Pondicherry,本地治里,pondicherry,IND000PNY
SHL,Shillong,西隆,shillong,IND000SHL
SIL,Silvassa,锡尔萨瓦,silvassa,IND000SIL
SLR,Sambalpur,森伯尔布尔,sambalpur,IND000SLR
SRV,Yanam,亚南,yanam,IND000SRV
TRV,Trivandrum,特里凡得琅,trivandrum,IND000TRV
UDR,Udaipur,乌代布尔,udaipur,IND000UDR
CK,Cork,科克,cork,IRL0000CK
CL,Clare,克莱尔,clare,IRL0000CL
CV,Cavan,卡范,cavan,IRL0000CV
CW,Carlow,卡洛,carlow,IRL0000CW
DB,Dublin,都柏林,dublin,IRL0000DB
DG,Donegal,多内加尔,donegal,IRL0000DG
GW,Galway,戈尔韦,galway,IRL0000GW
KD,Kildare,基尔代尔,kildare,IRL0000KD
KK,Kilkenny,基尔肯尼,kilkenny,IRL0000KK
KR,Kerry,凯里,kerry,IRL0000KR
LA,Laois,崂斯,laois,IRL0000LA
LF,Longford,朗福德,longford,IRL0000LF
LM,Limerick,利默里克,limerick,IRL0000LM
LR,Leitrim,利特里姆,leitrim,IRL0000LR
LT,Louth,劳斯,louth,IRL0000LT
MG,Monaghan,莫内根,monaghan,IRL0000MG
MT,Meath,米斯,meath,IRL0000MT
MY,Mayo,梅奥,mayo,IRL0000MY
OF,Offaly,奥法利,offaly,IRL0000OF
RC,Roscommon,罗斯康芒,roscommon,IRL0000RC
SL,Sligo,斯莱戈,sligo,IRL0000SL
TP,Tipperary,蒂珀雷里,tipperary,IRL0000TP
WF,Waterford,沃特福德,waterford,IRL0000WF
WK,Wicklow,威克洛,wicklow,IRL0000WK
WM,Westmeath,西米斯,westmeath,IRL0000WM
WX,Wexford,韦克斯福德,wexford,IRL0000WX
J,Jerusalem,耶路撒冷,jerusalem,ISR00000J
ASH,Ashdod,阿什杜德,ashdod,ISR000ASH
BAT,Bat Yam,贝特雁,bat yam,ISR000BAT
BEV,Beersheba,贝尔谢巴,beersheba,ISR000BEV
HFA,Haifa,海法,haifa,ISR000HFA
HOL,Holon,霍隆,holon,ISR000HOL
NAT,Netanya,内坦亚,netanya,ISR000NAT
TLV,Tel Aviv-Yafo,特拉维夫,tel aviv-yafo,ISR000TLV
ALE,Alessandria,亚历山德里亚,alessandria,ITA000ALE
AOI,Ancona,安科纳,ancona,ITA000AOI
AOT,Aosta,奥斯塔,aosta,ITA000AOT
ASP,Ascoli Piceno,阿斯科利皮切诺,ascoli piceno,ITA000ASP
AST,Asti,阿斯蒂,asti,ITA000AST
BDS,Brindisi,布林迪西,brindisi,ITA000BDS
BEN,Benevento,贝内文托,benevento,ITA000BEN
BGO,Bergamo,贝加莫,bergamo,ITA000BGO
BIE,Biella,布拉,biella,ITA000BIE
BLQ,Bologna,博洛尼亚,bologna,ITA000BLQ
BRC,Brescia,布雷西亚,brescia,ITA000BRC
BRI,Barrie,巴里,barrie,ITA000BRI
CAG,Cagliari,卡利亚里,cagliari,ITA000CAG
CAX,Genova,热那亚,genova,ITA000CAX
CIY,Como,科摩,como,ITA000CIY
COB,Campobasso,坎波巴索,campobasso,ITA000COB
CRV,Crotone,克罗托内,crotone,ITA000CRV
CST,Caserta,卡塞塔,caserta,ITA000CST
CTA,Catania,卡塔尼亚,catania,ITA000CTA
CUN,Cuneo,库内奥,cuneo,ITA000CUN
FLR,Firenze,佛罗伦萨,firenze,ITA000FLR
FOG,Foggia,福贾,foggia,ITA000FOG
FRR,Ferrara,费拉拉,ferrara,ITA000FRR
ISE,Isernia,伊塞尔尼亚,isernia,ITA000ISE
LAQ,L'Aquila,拉奎拉,l'aquila,ITA000LAQ
LCC,Lecce,莱切,lecce,ITA000LCC
LCO,Lecco,莱科,lecco,ITA000LCO
LIV,Livorno,里窝那,livorno,ITA000LIV
MCR,Massa-Carrara,马萨,massa-carrara,ITA000MCR
MIL,Milano,米兰,milano,ITA000MIL
MOD,Modena,摩德纳,modena,ITA000MOD
MSN,Messina,墨西拿,messina,ITA000MSN
MTR,Matera,马泰拉,matera,ITA000MTR
MZA,Monza e Brianza,蒙扎,monza e brianza,ITA000MZA
NAP,Naples,那不勒斯,naples,ITA000NAP
NVR,Novara,诺瓦拉,novara,ITA000NVR
OLB,Olbia-Tempio,奥尔比亚,olbia-tempio,ITA000OLB
PAV,Pavia,帕维亚,pavia,ITA000PAV
PEG,Perugia,佩鲁贾,perugia,ITA000PEG
PMF,Parma,帕尔马,parma,ITA000PMF
PMO,Palermo,巴勒莫,palermo,ITA000PMO
PRD,Pordenone,波代诺内,pordenone,ITA000PRD
PSA,Pisa,比萨,pisa,ITA000PSA
QCS,Cosenza,科森扎,cosenza,ITA000QCS
QCZ,Catanzaro,卡坦扎罗,catanzaro,ITA000QCZ
QNU,Nuoro,努奥罗,nuoro,ITA000QNU
QOS,Oristano,奥里斯塔诺,oristano,ITA000QOS
QPO,Potenza,波坦察,potenza,ITA000QPO
QSS,Sassari,萨萨里,sassari,ITA000QSS
REG,Reggio Calabria,雷焦卡拉布里亚,reggio calabria,ITA000REG
RNE,Reggio Emilia,雷焦艾米利亚,reggio emilia,ITA000RNE
ROM,Roma,罗马,roma,ITA000ROM
SAL,Salerno,萨莱诺,salerno,ITA000SAL
SNA,Siena,锡耶纳,siena,ITA000SNA
SPE,La Spezia,拉斯佩齐亚,la spezia,ITA000SPE
SVN,Savona,萨沃纳,savona,ITA000SVN
SYR,Syracuse,锡拉库扎,syracuse,ITA000SYR
TAR,Taranto,塔兰托,taranto,ITA000TAR
TPS,Trapani,特拉帕尼,trapani,ITA000TPS
TRN,Turin,都灵,turin,ITA000TRN
TRS,Trieste,的里雅斯特,trieste,ITA000TRS
TRT,Trento,特伦托,trento,ITA000TRT
UDN,Udine,乌迪内,udine,ITA000UDN
VCE,Venice,威尼斯,venice,ITA000VCE
VIT,Viterbo,维泰博,viterbo,ITA000VIT
VRL,Vercelli,韦尔切利,vercelli,ITA000VRL
AND,St. Andrews,圣安德鲁斯,st. andrews,JAM000AND
ANN,Santa Ana,圣安娜,santa ana,JAM000ANN
CAT,St. Catherine,圣凯瑟琳,st. catherine,JAM000CAT
CLA,Clarendon,克拉伦登,clarendon,JAM000CLA
ELI,St. Elizabeth,圣伊丽莎白,st. elizabeth,JAM000ELI
HAN,Hannover,汉诺威,hannover,JAM000HAN
JAM,St. James,圣詹姆斯,st. james,JAM000JAM
KIN,Kingston,金斯敦,kingston,JAM000KIN
MAN,Manchester,曼彻斯特,manchester,JAM000MAN
MAR,St. Mary,圣玛丽,st. mary,JAM000MAR
POR,Portland,波特兰,portland,JAM000POR
THO,St. Thomas,圣托马斯,st. thomas,JAM000THO
TRL,Trelawny,特里洛尼,trelawny,JAM000TRL
WML,Westmoreland,西摩兰,westmoreland,JAM000WML
AJ,Allun,阿吉隆,allun,JOR0000AJ
AM,Amman,安曼,amman,JOR0000AM
AQ,Aqaba,亚喀巴,aqaba,JOR0000AQ
BA,Balqa,拜勒加,balqa,JOR0000BA
IR,Irbid,伊尔比德,irbid,JOR0000IR
JA,Jarash,杰拉什,jarash,JOR0000JA
KA,Karak,卡拉克,karak,JOR0000KA
MD,Madaba,马德巴,madaba,JOR0000MD
MF,Mafraq,马夫拉克,mafraq,JOR0000MF
MN,Maan,马安,maan,JOR0000MN
RU,Rusayfah,鲁赛法,rusayfah,JOR0000RU
TA,Tafiela,塔菲拉,tafiela,JOR0000TA
ZA,Zarqa,扎尔卡,zarqa,JOR0000ZA
1,Hokkaido,北海道,hokkaido,JPN000001
2,Aomori,青森,aomori,JPN000002
3,Iwate,岩手,iwate,JPN000003
4,Miyagi,宮城,miyagi,JPN000004
5,Akita,秋田,akita,JPN000005
6,Yamagata,山形,yamagata,JPN000006
7,Fukushima,福岛,fukushima,JPN000007
8,Ibaraki,茨城,ibaraki,JPN000008
9,Tochigi,枥木,tochigi,JPN000009
10,Gunma,群马,gunma,JPN000010
11,Saitama,埼玉,saitama,JPN000011
12,Chiba,千叶,chiba,JPN000012
13,Tokyo,东京,tokyo,JPN000013
14,Kanagawa,神奈川,kanagawa,JPN000014
15,Niigata,新潟,niigata,JPN000015
16,Toyama,富山,toyama,JPN000016
17,Ishikawa,石川,ishikawa,JPN000017
18,Fukui,福井,fukui,JPN000018
19,Yamanashi,山梨,yamanashi,JPN000019
20,Nagano,长野,nagano,JPN000020
21,Gifu,岐阜,gifu,JPN000021
22,Shizuoka,静冈,shizuoka,JPN000022
23,Aichi,爱知,aichi,JPN000023
24,Mie,三重,mie,JPN000024
25,Shiga,滋贺,shiga,JPN000025
26,Kyoto,京都,kyoto,JPN000026
27,Osaka,大阪,osaka,JPN000027
28,Hyogo,兵库,hyogo,JPN000028
29,Nara,奈良,nara,JPN000029
30,Wakayama,和歌山,wakayama,JPN000030
31,Tottori,鸟取,tottori,JPN000031
32,Shimane,岛根,shimane,JPN000032
33,Okayama,冈山,okayama,JPN000033
34,Hiroshima,广岛,hiroshima,JPN000034
35,Yamaguchi,山口,yamaguchi,JPN000035
36,Tokushima,徳岛,tokushima,JPN000036
37,Kagawa,香川,kagawa,JPN000037
38,Ehime,爱媛,ehime,JPN000038
39,Kochi,高知,kochi,JPN000039
40,Fukuoka,福冈,fukuoka,JPN000040
41,Saga,佐贺,saga,JPN000041
42,Nagasaki,长崎,nagasaki,JPN000042
43,Kumamoto,熊本,kumamoto,JPN000043
44,Oita,大分,oita,JPN000044
45,Miyazaki,宫崎,miyazaki,JPN000045
46,Kagoshima,鹿儿岛,kagoshima,JPN000046
47,Okinawa,冲绳,okinawa,JPN000047
AKM,Aqmola,阿克莫拉,aqmola,KAZ000AKM
AKS,Aksu,阿克苏,aksu,KAZ000AKS
AKT,Aqtobe,阿克托别,aqtobe,KAZ000AKT
ALA,Almaty,阿拉木图,almaty,KAZ000ALA
ARY,Arys,阿雷斯,arys,KAZ000ARY
AST,Astana,阿斯塔纳市,astana,KAZ000AST
ATY,Atyrau,阿特劳,atyrau,KAZ000ATY
AYK,Arkalyk,阿尔卡累克,arkalyk,KAZ000AYK
BXH,Balkhash,巴尔喀什,balkhash,KAZ000BXH
DMB,Zhambyl,江布尔,zhambyl,KAZ000DMB
DZH,Zhezkazgan,杰兹卡兹甘,zhezkazgan,KAZ000DZH
EKB,Ekibastuz,埃基巴斯图兹,ekibastuz,KAZ000EKB
KAP,Kapchagay,卡普恰盖,kapchagay,KAZ000KAP
KAR,Qaraghandy,卡拉干达,qaraghandy,KAZ000KAR
KEN,Kentau,肯套,kentau,KAZ000KEN
KGT,Ongtustik Qazaqstan,南哈萨克斯坦,ongtustik qazaqstan,KAZ000KGT
KST,Qostanay,科斯塔奈,qostanay,KAZ000KST
KUR,Kurchatov,库尔恰托夫,kurchatov,KAZ000KUR
KZO,Karazhal,卡拉扎尔,karazhal,KAZ000KZO
KZY,Qyzylorda,克孜勒奥尔达,qyzylorda,KAZ000KZY
LEN,Leninogorsk,列宁诺戈尔斯克,leninogorsk,KAZ000LEN
LKK,Lisakovsk,利萨科夫斯克,lisakovsk,KAZ000LKK
MAN,Mangghystau,曼格斯套,mangghystau,KAZ000MAN
PAV,Pavlodar,巴甫洛达尔,pavlodar,KAZ000PAV
RUD,Rudny,鲁德内,rudny,KAZ000RUD
SAK,Shakhtinsk,沙赫京斯克,shakhtinsk,KAZ000SAK
SAR,Saran,萨兰,saran,KAZ000SAR
SEM,Semey,塞梅伊,semey,KAZ000SEM
SEV,Soltustik Qazaqstan,北哈萨克斯坦,soltustik qazaqstan,KAZ000SEV
STE,Stepnogorsk,斯捷普诺戈尔斯克,stepnogorsk,KAZ000STE
TEK,Tekeli,铁克利,tekeli,KAZ000TEK
TEM,Temirtau,铁米尔套,temirtau,KAZ000TEM
TUR,Turkestan,突厥斯坦,turkestan,KAZ000TUR
VOS,Shyghys Qazaqstan,东哈萨克斯坦,shyghys qazaqstan,KAZ000VOS
ZAP,Batys Qazaqstan,西哈萨克斯坦,batys qazaqstan,KAZ000ZAP
ZHA,Zhanaozen,扎纳奥津,zhanaozen,KAZ000ZHA
ZYR,Zyryanovsk,济良诺夫斯克,zyryanovsk,KAZ000ZYR
CE,Central,中央,central,KEN0000CE
NA,Nairobi,内罗毕,nairobi,KEN0000NA
BAR,Baringo,巴林戈,baringo,KEN000BAR
BOM,Bomet,博美特,bomet,KEN000BOM
BUN,Bungoma,邦戈马,bungoma,KEN000BUN
BUS,Busia,布希亚,busia,KEN000BUS
EMA,Elgeyo-Marakwet,埃尔格约-马拉奎特,elgeyo-marakwet,KEN000EMA
EMB,Embu,恩布,embu,KEN000EMB
GAS,Garissa,加里萨,garissa,KEN000GAS
HOB,Homa Bay,霍马湾,homa bay,KEN000HOB
ISI,Isiolo,伊希约洛,isiolo,KEN000ISI
KAJ,Kajiado,卡耶亚多,kajiado,KEN000KAJ
KAK,Kakamega,卡卡梅加,kakamega,KEN000KAK
KEY,Kericho,凯里乔,kericho,KEN000KEY
KIA,Kiambu,基安布,kiambu,KEN000KIA
KII,Kisii,基西,kisii,KEN000KII
KIL,Kilifi,基里菲,kilifi,KEN000KIL
KIR,Kirinyaga,基里尼亚加,kirinyaga,KEN000KIR
KIS,Kisumu,基苏木,kisumu,KEN000KIS
KIT,Kitui,基图伊,kitui,KEN000KIT
KWA,Kwale,夸勒,kwale,KEN000KWA
LAI,Laikipia,莱基皮亚,laikipia,KEN000LAI
LAU,Lamu,拉木,lamu,KEN000LAU
MAC,Machakos,马查科斯,machakos,KEN000MAC
MAK,Makueni,马瓜尼,makueni,KEN000MAK
MAN,Mandera,曼德拉,mandera,KEN000MAN
MER,Meru,梅鲁,meru,KEN000MER
MIG,Migori,米戈利,migori,KEN000MIG
MOM,Mombasa,蒙巴萨,mombasa,KEN000MOM
MUR,Muranga,穆兰卡,muranga,KEN000MUR
NAN,Nandi,南迪,nandi,KEN000NAN
NAR,Narok,纳罗克,narok,KEN000NAR
NIT,Nithi,尼蒂,nithi,KEN000NIT
NUU,Nakuru,纳库鲁,nakuru,KEN000NUU
NYE,Nyeri,涅里,nyeri,KEN000NYE
NYM,Nyamira,尼亚米拉,nyamira,KEN000NYM
NYN,Nyandarua,年达鲁阿,nyandarua,KEN000NYN
RBT,Marsabit,马萨布布,marsabit,KEN000RBT
SIA,Siaya,夏亚,siaya,KEN000SIA
TNZ,Trans-Nzoia,特兰斯-恩佐亚,trans-nzoia,KEN000TNZ
TRI,Tana River,塔纳河,tana river,KEN000TRI
TTA,Taita-Taveta,泰塔塔维塔,taita-taveta,KEN000TTA
TUR,Turkana,图尔卡纳,turkana,KEN000TUR
UAS,Samburu,桑布卢,samburu,KEN000UAS
UGI,Uasin Gishu,瓦辛基苏,uasin gishu,KEN000UGI
VIH,Vihiga,韦希加,vihiga,KEN000VIH
WJR,Wajir,瓦吉尔,wajir,KEN000WJR
WPO,West Pokot,西波克特,west pokot,KEN000WPO
B,Batken,巴特肯,batken,KGZ00000B
C,Chuy,楚河,chuy,KGZ00000C
J,Jalal-Abad,贾拉拉巴德,jalal-abad,KGZ00000J
N,Naryn,纳伦,naryn,KGZ00000N
O,Osh,奥什,osh,KGZ00000O
T,Talas,塔拉斯,talas,KGZ00000T
Y,Ysyk-Kol,伊塞克湖,ysyk-kol,KGZ00000Y
GB,Bishkek,比什凯克市,bishkek,KGZ0000GB
KJ,Kok-Jangak,科克扬加克,kok-jangak,KGZ0000KJ
MS,Mailuu-Suu,迈利赛,mailuu-suu,KGZ0000MS
SU,Suluktu,苏卢克图,suluktu,KGZ0000SU
TK,Tash-Kumyr,塔什库梅尔,tash-kumyr,KGZ0000TK
UG,Uzgen,乌兹根,uzgen,KGZ0000UG
KAN,Kant,坎特,kant,KGZ000KAN
KBA,Karabalta,卡拉巴尔塔,karabalta,KGZ000KBA
KKO,Kara-Kol,卡拉库尔,kara-kol,KGZ000KKO
BA,Bat Dambang,马德望,bat dambang,KHM0000BA
BM,Banteay Mean Chey,班迭棉吉,banteay mean chey,KHM0000BM
KA,Krong Preah,西哈努克市,krong preah,KHM0000KA
KB,Krong Keb,白马市,krong keb,KHM0000KB
KH,Kracheh,桔井,kracheh,KHM0000KH
KL,Kandal,干丹,kandal,KHM0000KL
KM,Kampong Cham,磅湛,kampong cham,KHM0000KM
KO,Kampong Spoe,磅士卑,kampong spoe,KHM0000KO
OC,Otdar Mean Chey,奥多棉吉,otdar mean chey,KHM0000OC
PG,Prey Veng,波罗勉,prey veng,KHM0000PG
PL,Krong Pailin,拜林市,krong pailin,KHM0000PL
PO,Pouthĭsat,菩萨,pouthĭsat,KHM0000PO
PR,Preah Vihear,柏威夏,preah vihear,KHM0000PR
TK,Takev,茶胶,takev,KHM0000TK
KKZ,Kaoh Kong,戈公,kaoh kong,KHM000KKZ
KMT,Kampot,贡布,kampot,KHM000KMT
KZC,Kampong Chhnang,磅清扬,kampong chhnang,KHM000KZC
KZK,Kampong Thum,磅同,kampong thum,KHM000KZK
MWV,Mondol Kiri,蒙多基里,mondol kiri,KHM000MWV
PNH,Phnum Penh,金边市,phnum penh,KHM000PNH
RBE,Rotanak Kiri,腊塔纳基里,rotanak kiri,KHM000RBE
REP,Siem Reab,暹粒,siem reab,KHM000REP
SVR,Svay Rieng,柴桢,svay rieng,KHM000SVR
TNX,Stoeng Treng,上丁,stoeng treng,KHM000TNX
GIL,Gilberts Islands,吉尔伯特群岛,gilberts islands,KIR000GIL
LIN,Line Islands,莱恩群岛,line islands,KIR000LIN
PHO,Phoenix Islands,菲尼克斯群岛,phoenix islands,KIR000PHO
DSG,Dalseong-gun,达城郡,dalseong-gun,KOR027DSG
SUS,Suseong-gu,寿城区,suseong-gu,KOR027SUS
TAE,Daegu,大邱,daegu,KOR027TAE
CHC,Chuncheon,春川市,chuncheon,KOR042CHC
CWN,Cheorwon County,铁原郡,cheorwon county,KOR042CWN
GSG,Goseong County,高城郡,goseong county,KOR042GSG
HCH,Hwacheon County,华川郡,hwacheon county,KOR042HCH
HCN,Hongcheon County,洪川郡,hongcheon county,KOR042HCN
HSG,Hoengseong County,横城郡,hoengseong county,KOR042HSG
IJE,Inje County,麟蹄郡,inje county,KOR042IJE
JSE,Jeongseon County,旌善郡,jeongseon county,KOR042JSE
KAG,Gangneung,江陵市,gangneung,KOR042KAG
POG,Pyeongchang County,平昌郡,pyeongchang county,KOR042POG
SHO,Sokcho,束草市,sokcho,KOR042SHO
SUK,Samcheok,三陟市,samcheok,KOR042SUK
TBK,Taebaek,太白市,taebaek,KOR042TBK
TGH,Donghae,东海市,donghae,KOR042TGH
WJU,Wonju,原州市,wonju,KOR042WJU
YGU,Yanggu County,杨口郡,yanggu county,KOR042YGU
YNY,Yangyang County,襄阳郡,yangyang county,KOR042YNY
YWL,Yeongwol County,宁越郡,yeongwol county,KOR042YWL
ADG,Andong,安东市,andong,KOR043ADG
BHA,Bonghwa County,奉化郡,bonghwa county,KOR043BHA
CDO,Cheongdo County,淸道郡,cheongdo county,KOR043CDO
CGK,Chilgok County,漆谷郡,chilgok county,KOR043CGK
CSG,Cheongsong County,靑松郡,cheongsong county,KOR043CSG
GJU,Gyeongju,庆州市,gyeongju,KOR043GJU
GRG,Goryeong County,高灵郡,goryeong county,KOR043GRG
GWI,Gunwi County,军威郡,gunwi county,KOR043GWI
GYS,Gyeongsan,庆山市,gyeongsan,KOR043GYS
KMC,Gimcheon,金泉市,gimcheon,KOR043KMC
KPO,Pohang,浦项市,pohang,KOR043KPO
KUM,Gumi,龟尾市,gumi,KOR043KUM
MGG,Mungyeong,闻庆市,mungyeong,KOR043MGG
SEJ,Seongju County,星州郡,seongju county,KOR043SEJ
SJU,Sangju,尙州市,sangju,KOR043SJU
UJN,Uljin County,蔚珍郡,uljin county,KOR043UJN
ULG,Ulleung County,郁陵郡,ulleung county,KOR043ULG
USG,Uiseong County,义城郡,uiseong county,KOR043USG
YCH,Yeongcheon,永川市,yeongcheon,KOR043YCH
YDK,Yeongdeok County,盈德郡,yeongdeok county,KOR043YDK
YEC,Yecheon County,醴泉郡,yecheon county,KOR043YEC
YEJ,Yeongju,荣州市,yeongju,KOR043YEJ
YYG,Yeongyang County,英阳郡,yeongyang county,KOR043YYG
CHF,Jinhae,鎭海市,jinhae,KOR044CHF
CHW,Changwon,昌原市,changwon,KOR044CHW
CNG,Changnyeong County,昌宁郡,changnyeong county,KOR044CNG
GCH,Geochang County,居昌郡,geochang county,KOR044GCH
GSO,Goseong County,固城郡,goseong county,KOR044GSO
HAN,Haman County,咸安郡,haman county,KOR044HAN
HCE,Hapcheon County,陜川郡,hapcheon county,KOR044HCE
HDG,Hadong County,河东郡,hadong county,KOR044HDG
HIN,Jinju,晋州市,jinju,KOR044HIN
HYG,Hamyang County,咸阳郡,hamyang county,KOR044HYG
KJE,Geoje,巨济市,geoje,KOR044KJE
KMH,Gimhae,金海市,gimhae,KOR044KMH
MAS,Masan,马山市,masan,KOR044MAS
MIR,Miryang,密阳市,miryang,KOR044MIR
NHE,Namhae County,南海郡,namhae county,KOR044NHE
SAH,Sacheon,泗川市,sacheon,KOR044SAH
SCH,Sancheong County,山淸郡,sancheong county,KOR044SCH
TYG,Tongyeong,统营市,tongyeong,KOR044TYG
URG,Uiryeong County,宜宁郡,uiryeong county,KOR044URG
YSN,Yangsan,梁山市,yangsan,KOR044YSN
BEN,Boeun County,报恩郡,boeun county,KOR045BEN
CHU,Chungju,忠州市,chungju,KOR045CHU
CJJ,Cheongju,淸州市,cheongju,KOR045CJJ
CWO,Cheongwon County,淸原郡,cheongwon county,KOR045CWO
DYG,Danyang County,丹阳郡,danyang county,KOR045DYG
ESG,Eumseong County,阴城郡,eumseong county,KOR045ESG
GSN,Goesan County,槐山郡,goesan county,KOR045GSN
JCH,Jecheon,堤川市,jecheon,KOR045JCH
JCN,Jincheon County,鎭川郡,jincheon county,KOR045JCN
JYG,Jeungpyeong County,曾坪郡,jeungpyeong county,KOR045JYG
OCN,Okcheon County,沃川郡,okcheon county,KOR045OCN
YDG,Yeongdong County,永同郡,yeongdong county,KOR045YDG
ASA,Asan,牙山市,asan,KOR046ASA
BOR,Boryeong,保宁市,boryeong,KOR046BOR
BYO,Buyeo County,扶余郡,buyeo county,KOR046BYO
CHO,Cheonan,天安市,cheonan,KOR046CHO
CYG,Cheongyang County,青阳郡,cheongyang county,KOR046CYG
